BPLP - 1 Digit Level,Oceania and Antarctica,North-West Europe,Southern and Eastern Europe,North Africa and the Middle East,South-East Asia,North-East Asia,Southern and Central Asia,Americas,Sub-Saharan Africa,Supplementary codes,Not stated,Total
"4558, QLD",14543,1474,189,67,316,237,312,228,188,8,1607,19163
"4559, QLD",5098,478,47,4,47,22,20,52,79,0,464,6322
"4560, QLD",25868,2443,180,39,370,106,190,231,330,10,1943,31712
"4561, QLD",5961,517,37,7,76,29,19,57,87,0,420,7212
"4562, QLD",6189,941,61,13,56,32,11,123,110,6,500,8035
"4563, QLD",6802,835,43,4,59,21,20,90,105,3,507,8476
"4564, QLD",8472,929,83,30,95,41,78,125,153,3,581,10592
"4565, QLD",11116,1676,119,31,165,65,71,135,179,3,936,14502
"4566, QLD",5864,1125,100,19,104,54,36,115,149,10,552,8126
"4567, QLD",8076,1303,163,23,107,92,53,237,152,5,793,11016
"4568, QLD",2863,308,27,0,21,8,4,26,22,0,267,3558
"4569, QLD",1247,167,10,0,14,4,4,16,8,0,155,1625
"4570, QLD",35199,2180,184,42,371,88,93,192,236,12,3832,42426
"4571, QLD",619,58,3,0,5,0,0,6,6,0,106,811
"4572, QLD",2908,301,34,6,47,42,47,67,69,0,430,3957
"4573, QLD",20443,2578,226,56,204,80,86,418,392,8,1784,26276
"4574, QLD",1055,75,6,0,6,0,0,7,20,3,122,1300
"4575, QLD",19198,1796,221,60,189,123,126,285,325,8,1446,23777
"4580, QLD",3843,426,29,0,41,0,8,19,35,3,467,4881
"4581, QLD",1076,101,8,0,11,0,6,22,18,0,272,1525
"4600, QLD",773,31,8,0,8,0,5,3,0,0,64,895
"4601, QLD",995,33,0,0,9,6,0,8,9,0,114,1169
"4605, QLD",4260,126,13,0,31,0,19,9,16,0,358,4839
"4606, QLD",2091,95,9,0,19,0,3,11,3,0,217,2448
"4608, QLD",760,27,7,0,9,0,0,4,6,0,97,909
"4610, QLD",12898,463,27,8,206,34,49,52,75,4,1027,14840
"4611, QLD",105,0,0,0,0,0,0,0,0,0,7,115
"4612, QLD",204,9,0,0,0,0,0,0,0,0,34,257
"4613, QLD",706,42,4,0,12,0,0,0,0,0,91,865
"4614, QLD",952,48,6,0,8,0,4,4,8,0,148,1178
"4615, QLD",5779,437,20,6,58,9,15,32,13,3,681,7053
"4620, QLD",329,12,0,0,0,0,0,5,4,0,48,398
"4621, QLD",1487,94,6,0,26,3,5,3,0,0,159,1788
"4625, QLD",2221,86,11,0,16,45,15,6,20,0,340,2756
"4626, QLD",1724,54,14,5,15,79,34,9,6,0,258,2209
"4627, QLD",699,12,5,0,8,0,0,0,0,0,154,875
"4630, QLD",1998,47,4,0,40,0,3,5,3,0,301,2406
"4650, QLD",28869,1451,124,23,299,62,60,103,94,3,2803,33889
"4655, QLD",46957,5175,534,101,671,182,347,332,526,17,4708,59546
"4659, QLD",3785,353,30,3,47,14,0,23,16,4,529,4793
"4660, QLD",5734,459,53,4,82,14,14,26,43,0,722,7145
"4662, QLD",618,39,0,0,9,0,0,3,3,0,122,793
"4670, QLD",65975,4005,612,142,907,698,465,347,495,11,5946,79606
"4671, QLD",4773,382,48,6,52,7,5,28,25,0,727,6059
"4673, QLD",547,36,4,0,3,0,0,4,0,0,55,649
"4674, QLD",1159,90,12,0,8,5,0,4,0,0,167,1456
"4676, QLD",125,14,0,0,0,0,0,0,3,0,16,159
"4677, QLD",2829,202,29,0,28,10,7,24,32,3,388,3552
"4678, QLD",731,31,0,0,5,0,0,7,3,0,72,852
"4680, QLD",44267,1968,317,164,1224,206,623,341,889,14,4158,54167
"4694, QLD",155,4,0,0,0,0,0,0,0,0,20,189
"4695, QLD",949,26,4,0,12,0,0,0,10,0,111,1119
"4697, QLD",126,0,0,0,0,0,0,0,0,0,18,144
"4699, QLD",407,10,0,0,0,0,0,0,0,0,40,457
"4700, QLD",14552,477,38,34,238,70,221,71,114,5,1609,17435
"4701, QLD",35872,851,80,54,1150,255,771,352,348,15,3012,42761
"4702, QLD",24635,684,48,11,202,28,96,92,204,7,2601,28611
"4703, QLD",18661,1163,104,18,181,59,48,163,196,5,1940,22533
"4704, QLD",111,5,0,0,0,0,0,0,4,0,18,138
"4705, QLD",282,9,0,0,0,0,4,0,5,0,49,352
"4706, QLD",93,4,0,0,0,0,0,0,0,0,10,101
"4707, QLD",221,15,0,0,0,0,0,0,0,0,12,251
"4709, QLD",904,25,3,0,3,0,3,3,17,0,166,1129
"4710, QLD",4008,208,15,5,42,5,0,10,18,0,534,4845
"4711, QLD",1638,40,8,7,12,0,6,10,3,0,130,1852
"4712, QLD",240,0,3,0,0,0,0,0,0,0,29,277
"4713, QLD",930,3,0,0,0,0,0,0,0,0,29,960
"4714, QLD",2468,101,4,4,25,3,0,15,3,0,321,2941
"4715, QLD",5806,150,18,7,272,58,101,63,52,0,599,7123
"4716, QLD",794,11,3,0,0,0,0,4,8,0,64,881
"4717, QLD",3869,75,8,6,72,23,31,13,40,4,616,4751
"4718, QLD",1969,36,3,0,23,0,12,14,15,0,308,2379
"4719, QLD",870,14,4,0,0,0,0,0,0,0,110,1004
"4720, QLD",11395,274,42,7,274,96,130,89,250,8,1831,14396
"4721, QLD",3057,51,0,0,35,11,10,8,24,0,518,3719
"4722, QLD",1539,24,4,0,10,0,3,6,5,0,223,1816
"4723, QLD",1189,22,0,0,4,0,0,0,0,0,200,1419
"4724, QLD",530,4,3,0,0,0,0,0,6,0,35,578
"4725, QLD",1297,42,4,3,10,0,15,0,18,0,149,1534
"4726, QLD",368,4,0,0,0,0,0,0,0,0,30,406
"4727, QLD",225,11,0,0,0,0,0,0,0,0,28,265
"4728, QLD",172,0,0,0,4,0,0,0,0,0,21,204
"4730, QLD",2748,76,7,4,17,9,17,6,10,0,325,3233
"4731, QLD",179,9,0,0,0,0,0,0,0,0,29,220
"4732, QLD",121,5,0,0,0,0,0,0,0,0,10,132
"4733, QLD",152,4,0,0,0,0,0,0,0,0,33,187
"4735, QLD",821,25,11,0,0,0,0,0,0,0,98,966
"4736, QLD",93,5,0,0,0,0,0,0,0,0,9,100
"4737, QLD",6813,183,16,0,79,4,8,16,53,3,955,8139
"4738, QLD",1007,17,4,0,4,0,0,3,0,0,147,1180
"4739, QLD",291,9,0,0,3,0,0,4,0,0,27,333
"4740, QLD",65454,2669,619,78,1853,351,805,419,1380,23,6446,80092
"4741, QLD",5769,205,47,0,38,3,3,37,44,0,929,7074
"4742, QLD",840,12,3,0,16,4,5,7,3,0,240,1138
"4743, QLD",513,5,0,0,12,0,0,0,7,0,86,621
"4744, QLD",6939,166,10,11,216,32,96,51,106,0,1101,8735
"4745, QLD",2165,38,4,7,66,3,9,11,34,0,660,2989
"4746, QLD",1526,36,6,0,24,0,9,11,51,0,266,1934
"4750, QLD",4854,308,20,3,41,10,10,31,102,0,363,5749
"4751, QLD",3898,81,31,0,27,4,8,3,43,6,403,4502
"4753, QLD",3758,82,18,0,21,6,9,4,23,0,364,4285
"4754, QLD",1913,55,3,0,4,0,10,6,8,0,247,2251
"4756, QLD",502,23,10,0,4,0,0,5,0,0,67,607
"4757, QLD",277,18,4,0,0,0,0,3,5,0,47,351
"4798, QLD",587,8,3,0,10,0,0,0,0,0,85,687
"4799, QLD",849,48,3,0,9,0,0,0,12,0,135,1062
"4800, QLD",7634,430,55,9,72,16,15,41,76,0,973,9323
"4801, QLD",156,21,14,0,21,6,15,11,3,0,6,264
"4802, QLD",6852,816,103,21,160,114,57,120,127,0,1459,9832
"4803, QLD",851,62,8,0,70,92,31,33,18,0,712,1866
"4804, QLD",1355,20,4,0,49,0,3,4,5,0,272,1726
"4805, QLD",8356,403,68,19,224,308,48,37,49,0,1332,10827
"4806, QLD",3291,88,87,0,26,0,0,4,6,0,364,3872
"4807, QLD",9277,243,297,4,92,125,42,25,45,0,890,11034
"4808, QLD",988,12,25,0,5,0,0,0,9,0,78,1115
"4809, QLD",826,36,30,0,10,0,0,0,3,0,93,1005
"4810, QLD",16236,1438,269,83,328,200,187,342,230,8,2512,21840
"4811, QLD",10997,506,73,36,170,100,129,91,128,4,903,13145
"4812, QLD",15317,774,163,82,419,141,225,168,213,9,1291,18803
"4814, QLD",36366,1694,353,185,1198,398,1036,368,1014,18,3502,46124
"4815, QLD",17981,716,86,13,265,54,40,78,134,10,1656,21035
"4816, QLD",8075,322,45,4,62,13,8,31,44,4,663,9270
"4817, QLD",25994,1126,152,48,452,101,215,149,344,10,1814,30409
"4818, QLD",24211,1136,112,21,265,60,79,141,206,0,1987,28222
"4819, QLD",1574,285,35,5,28,9,7,41,29,3,329,2342
"4820, QLD",9229,184,18,9,82,15,28,37,25,0,1216,10842
"4821, QLD",1145,19,4,0,3,0,3,6,0,0,145,1324
"4822, QLD",685,20,6,0,0,4,0,0,0,0,77,787
"4823, QLD",789,26,0,0,3,0,5,5,5,0,86,922
"4824, QLD",2159,70,4,0,30,8,30,9,10,0,443,2764
"4828, QLD",165,6,0,0,3,0,4,0,0,0,30,211
"4829, QLD",347,9,0,0,3,0,0,3,3,0,100,467
"4830, QLD",1604,9,0,0,0,0,7,0,8,0,79,1713
"4849, QLD",1025,85,17,0,49,6,25,8,4,0,150,1368
"4850, QLD",9066,281,392,0,90,16,34,42,31,3,960,10920
"4852, QLD",2725,284,35,5,46,21,31,33,26,4,476,3692
"4854, QLD",4339,198,108,0,80,82,134,15,23,0,511,5481
"4855, QLD",602,22,14,0,15,0,0,3,8,0,107,769
"4856, QLD",542,27,12,0,6,3,20,5,0,0,93,711
"4858, QLD",1270,46,19,0,17,4,7,6,0,0,114,1486
"4859, QLD",395,14,5,0,3,3,0,4,6,0,33,466
"4860, QLD",8646,339,263,9,246,80,362,46,31,0,1270,11293
"4861, QLD",1180,61,27,0,27,4,0,7,5,0,140,1454
"4865, QLD",6814,363,56,0,85,31,37,41,39,7,637,8114
"4868, QLD",17190,1029,253,39,766,391,271,149,140,4,1835,22063
"4869, QLD",15757,632,148,15,544,128,129,104,96,11,1468,19016
"4870, QLD",49415,4437,920,207,1986,2797,1822,735,680,46,7972,71005
"4871, QLD",9056,361,114,8,73,49,61,38,26,5,1188,10977
"4872, QLD",3053,154,139,8,27,7,4,16,28,0,473,3898
"4873, QLD",4866,484,57,7,63,31,9,54,37,7,837,6456
"4874, QLD",4507,97,8,0,92,10,16,20,25,0,462,5241
"4875, QLD",7352,64,11,0,17,12,22,16,12,0,595,8099
"4876, QLD",2693,19,5,0,11,5,6,6,0,0,88,2829
"4877, QLD",3182,608,79,16,93,91,40,118,48,0,863,5140
"4878, QLD",9790,1173,148,47,263,215,142,194,158,7,1344,13483
"4879, QLD",13829,2422,299,72,300,305,110,299,298,8,1493,19448
"4880, QLD",10202,459,627,11,170,172,101,48,108,4,1393,13294
"4881, QLD",3163,536,50,11,61,32,12,67,44,0,521,4495
"4882, QLD",2252,144,44,3,24,8,0,23,23,0,207,2716
"4883, QLD",6855,469,113,11,90,34,39,48,53,0,715,8428
"4884, QLD",1517,166,17,0,14,3,6,17,13,0,119,1867
"4885, QLD",3084,250,27,4,33,8,3,31,20,0,344,3806
"4886, QLD",687,62,12,0,5,0,0,0,9,0,65,844
"4887, QLD",1547,157,14,0,14,4,3,28,9,0,260,2037
"4888, QLD",2288,175,13,5,36,12,6,14,13,3,537,3097
"4890, QLD",1101,20,4,0,13,0,7,0,0,0,127,1279
"4891, QLD",403,38,6,0,9,7,0,3,0,0,71,531
"4892, QLD",5302,41,6,0,32,3,4,12,5,0,206,5616
"4895, QLD",3524,199,21,4,49,3,7,23,24,4,599,4446
"5000, SA",6007,846,394,396,1365,3549,449,374,173,12,1546,15113
"5005, SA",0,0,0,0,0,0,0,0,0,0,0,0
"5006, SA",4298,576,217,87,260,314,255,170,69,3,699,6953
"5007, SA",4503,390,647,124,301,341,195,76,99,4,405,7082
"5008, SA",8037,549,1347,197,1269,379,661,88,183,4,973,13680
"5009, SA",3355,181,421,73,272,95,230,40,73,3,279,5025
"5010, SA",2798,173,413,71,1154,281,407,33,138,3,375,5848
"5011, SA",7951,501,806,150,477,226,711,100,180,13,596,11715
"5012, SA",4885,278,676,264,2600,336,910,48,491,8,678,11167
"5013, SA",6134,467,593,83,1443,106,260,33,167,5,711,9980
"5014, SA",8425,694,989,72,269,152,226,81,105,20,747,11765
"5015, SA",4277,503,205,35,123,49,41,37,62,3,363,5694
"5016, SA",7168,849,187,13,85,30,24,60,36,3,405,8847
"5017, SA",3883,392,136,5,94,15,24,38,39,3,398,5024
"5018, SA",4222,716,153,27,77,13,13,29,28,0,275,5571
"5019, SA",6902,977,292,51,83,43,68,78,64,6,557,9117
"5020, SA",2304,306,174,15,43,29,31,20,22,5,166,3111
"5021, SA",4153,566,385,45,118,126,51,31,40,7,261,5791
"5022, SA",11722,1541,673,113,176,104,217,175,164,12,852,15741
"5023, SA",10677,698,2048,309,447,197,831,127,267,12,976,16571
"5024, SA",9687,1016,1314,115,257,149,366,102,133,8,693,13847
"5025, SA",5890,367,866,72,204,160,220,66,74,4,326,8254
"5031, SA",6315,421,903,142,477,508,353,131,114,4,569,9929
"5032, SA",8369,602,931,201,380,364,1028,116,169,7,537,12711
"5033, SA",4993,348,629,232,369,456,596,78,69,6,612,8373
"5034, SA",7214,672,412,88,226,425,365,109,78,7,449,10047
"5035, SA",4081,360,248,51,205,332,366,44,61,3,365,6102
"5037, SA",6974,539,545,126,389,634,800,95,128,8,557,10791
"5038, SA",9999,708,605,227,573,797,1321,171,154,14,697,15263
"5039, SA",6425,447,280,116,233,386,359,57,69,0,475,8852
"5040, SA",1921,139,92,36,43,119,37,16,8,0,100,2505
"5041, SA",10472,798,444,105,208,380,291,100,90,5,505,13393
"5042, SA",6653,555,493,304,913,543,622,77,135,11,534,10836
"5043, SA",12432,1233,589,507,756,861,1030,131,201,19,1031,18783
"5044, SA",8478,1040,225,60,120,121,96,98,127,9,515,10878
"5045, SA",11003,1684,441,131,235,229,312,231,138,6,1177,15591
"5046, SA",6378,795,203,197,185,368,265,76,125,0,495,9087
"5047, SA",5308,663,254,365,278,331,357,54,145,6,498,8262
"5048, SA",10372,1712,255,214,180,238,191,146,158,5,754,14224
"5049, SA",7102,1362,238,100,121,111,90,103,77,14,452,9763
"5050, SA",4054,662,169,57,86,129,62,58,71,0,254,5602
"5051, SA",10878,1828,181,46,124,135,99,141,168,3,479,14074
"5052, SA",4811,851,105,20,67,65,31,94,69,5,258,6370
"5061, SA",7037,699,461,71,220,378,184,130,75,3,426,9691
"5062, SA",11401,1098,320,81,286,497,284,162,153,0,629,14917
"5063, SA",8519,842,485,118,392,657,379,147,135,3,628,12306
"5064, SA",6720,764,251,101,334,679,342,123,118,11,410,9854
"5065, SA",6742,648,271,167,463,720,465,132,75,0,507,10200
"5066, SA",7861,1044,306,202,404,824,339,157,145,10,435,11720
"5067, SA",6695,763,446,122,317,518,302,189,85,3,700,10142
"5068, SA",8242,870,600,152,386,821,338,141,116,11,505,12187
"5069, SA",5820,552,467,100,204,300,291,110,66,4,371,8293
"5070, SA",9048,779,1251,180,481,928,737,152,142,8,580,14272
"5072, SA",7920,787,768,178,593,1060,529,135,181,10,512,12662
"5073, SA",9263,761,1529,256,581,1174,825,125,137,20,572,15237
"5074, SA",7569,607,1516,311,476,738,808,146,116,13,652,12940
"5075, SA",7072,709,896,161,306,392,455,82,115,11,426,10630
"5076, SA",6559,685,743,151,223,251,142,76,108,3,235,9176
"5081, SA",6320,712,351,100,299,404,417,78,97,7,490,9274
"5082, SA",10169,848,898,133,559,394,925,111,107,6,781,14930
"5083, SA",5203,403,325,106,248,207,600,48,55,5,294,7491
"5084, SA",4684,298,423,303,962,342,2024,48,141,4,829,10058
"5085, SA",11654,928,731,446,1211,930,2448,206,399,16,1001,19972
"5086, SA",9821,905,601,295,737,944,1731,106,190,14,805,16146
"5087, SA",6740,649,664,185,409,868,1041,109,138,7,564,11377
"5088, SA",2151,237,143,67,100,75,274,19,44,4,184,3294
"5089, SA",4937,630,317,71,100,111,93,44,66,3,206,6584
"5090, SA",5571,964,356,79,114,131,220,41,62,12,339,7887
"5091, SA",5700,1050,121,7,71,49,54,52,36,0,350,7506
"5092, SA",12058,2017,517,254,377,591,798,106,163,14,681,17569
"5093, SA",6194,742,411,188,253,183,517,92,92,3,345,9010
"5094, SA",499,36,39,18,114,20,87,0,14,0,62,899
"5095, SA",11787,1235,750,493,1690,1170,1792,196,328,20,1072,20524
"5096, SA",8959,1490,555,297,353,139,718,77,107,7,691,13387
"5097, SA",10239,1537,445,90,162,144,180,101,102,15,547,13561
"5098, SA",8212,1115,500,235,569,164,755,84,102,7,577,12318
"5106, SA",67,40,9,0,3,78,0,0,0,0,3,199
"5107, SA",10192,1045,577,249,2070,182,1517,154,239,11,879,17095
"5108, SA",26499,2711,1422,566,3112,251,2587,325,599,22,2493,40610
"5109, SA",14193,2633,732,242,659,97,836,112,199,16,1135,20856
"5110, SA",5985,536,306,77,1022,34,206,55,105,0,632,8958
"5111, SA",219,9,4,4,0,0,9,0,3,0,34,276
"5112, SA",12492,2530,314,302,493,48,1123,99,264,17,1741,19422
"5113, SA",13284,1939,245,159,417,36,436,111,349,12,1911,18888
"5114, SA",25688,3440,340,371,509,98,532,142,787,22,2018,33958
"5115, SA",8043,677,172,128,188,42,121,76,265,0,667,10392
"5116, SA",7331,1165,112,21,122,21,33,36,64,0,538,9454
"5117, SA",2361,343,49,3,16,0,3,3,7,0,128,2924
"5118, SA",14430,2317,179,21,120,27,34,106,86,5,1074,18411
"5120, SA",1274,99,134,11,264,0,8,5,5,0,174,1978
"5121, SA",1118,213,74,7,107,4,13,11,20,0,109,1674
"5125, SA",14255,2762,382,129,213,128,203,143,184,7,807,19222
"5126, SA",5569,986,97,30,55,27,34,39,68,0,274,7179
"5127, SA",5806,1071,196,48,85,72,77,56,92,4,243,7759
"5131, SA",750,136,23,0,0,4,0,4,3,0,61,984
"5132, SA",330,62,8,4,6,0,0,4,3,0,21,428
"5133, SA",265,71,5,0,0,5,0,0,0,0,36,389
"5134, SA",318,53,10,0,0,0,0,10,5,0,40,432
"5136, SA",407,46,21,10,3,0,0,9,0,0,42,532
"5137, SA",455,47,22,0,5,0,0,8,3,0,34,576
"5138, SA",236,39,4,0,0,0,0,3,3,0,6,289
"5139, SA",192,17,0,0,0,6,0,0,0,0,18,232
"5140, SA",324,37,12,3,7,0,4,9,9,0,13,419
"5141, SA",563,49,6,3,3,0,0,0,0,0,48,680
"5142, SA",494,35,8,0,5,7,0,0,4,0,28,573
"5144, SA",306,48,19,0,3,6,0,9,3,0,30,417
"5150, SA",35,4,0,0,3,0,0,0,0,0,8,56
"5151, SA",284,40,8,0,0,0,4,3,4,0,19,364
"5152, SA",4722,763,95,29,56,39,24,75,78,6,252,6132
"5153, SA",5130,682,38,9,39,18,4,56,51,0,403,6424
"5154, SA",2633,411,26,3,22,18,10,37,47,0,147,3355
"5155, SA",3086,418,40,5,17,33,13,31,23,6,160,3824
"5156, SA",758,107,13,5,15,7,0,17,8,0,30,952
"5157, SA",2291,338,22,5,6,11,10,20,23,0,185,2913
"5158, SA",17402,3892,635,269,434,336,327,181,466,10,786,24738
"5159, SA",24668,4365,665,209,454,387,358,244,464,16,1099,32934
"5160, SA",16,0,0,0,0,0,0,0,0,0,3,24
"5161, SA",7893,1150,184,45,147,81,100,41,98,3,414,10152
"5162, SA",26031,4133,648,263,393,216,494,161,222,13,1719,34292
"5163, SA",10792,1776,239,71,190,50,59,77,62,5,804,14120
"5164, SA",3783,632,87,32,74,30,57,27,24,0,542,5288
"5165, SA",3545,944,75,13,55,24,14,41,35,0,639,5383
"5166, SA",1401,246,30,0,10,8,5,11,11,0,151,1879
"5167, SA",3918,1035,59,11,44,25,16,32,60,0,510,5705
"5168, SA",4057,737,106,23,78,32,37,50,28,0,339,5499
"5169, SA",12070,3191,192,31,173,87,82,124,175,13,962,17086
"5170, SA",809,243,10,0,4,0,5,3,5,0,77,1151
"5171, SA",4302,1064,91,9,24,9,12,39,30,0,346,5919
"5172, SA",2980,572,31,7,25,12,4,26,28,0,247,3932
"5173, SA",9429,1775,121,23,76,25,28,72,93,7,1125,12769
"5174, SA",2089,477,55,7,13,12,8,19,4,0,234,2917
"5201, SA",1590,172,6,0,10,3,0,4,12,0,133,1942
"5202, SA",691,95,6,0,4,4,3,3,4,0,60,873
"5203, SA",995,159,9,0,3,0,7,4,5,0,92,1273
"5204, SA",2086,416,39,0,17,3,11,18,7,0,225,2826
"5210, SA",1330,223,11,0,14,8,0,3,11,0,117,1718
"5211, SA",11547,2276,140,8,104,36,41,74,68,4,964,15275
"5212, SA",1561,342,20,3,4,5,3,3,11,0,154,2100
"5213, SA",943,129,10,0,14,0,0,6,0,0,57,1157
"5214, SA",6233,1333,81,3,56,13,21,35,26,0,583,8393
"5220, SA",136,4,0,0,5,0,0,0,0,0,7,153
"5221, SA",204,33,3,0,0,0,0,3,0,0,39,285
"5222, SA",449,84,5,0,9,0,0,14,0,0,78,628
"5223, SA",2890,250,25,5,22,12,4,28,26,0,385,3640
"5231, SA",945,171,3,0,5,3,0,4,10,0,85,1223
"5232, SA",340,44,7,0,0,3,0,0,0,0,24,424
"5233, SA",1169,193,19,0,9,0,0,10,6,0,75,1474
"5234, SA",1039,156,14,0,0,0,0,4,4,0,80,1301
"5235, SA",1966,272,20,0,8,4,7,9,9,0,183,2478
"5236, SA",241,15,0,0,0,0,0,0,0,0,39,300
"5237, SA",296,26,0,0,0,0,0,6,0,0,36,363
"5238, SA",3331,313,16,4,29,9,10,3,14,0,359,4087
"5240, SA",388,58,13,0,0,0,0,5,0,0,23,482
"5241, SA",2022,215,31,0,94,0,6,19,14,0,124,2525
"5242, SA",1316,166,9,4,3,3,0,14,14,0,88,1617
"5243, SA",687,77,0,3,0,0,0,3,4,0,56,831
"5244, SA",3536,299,25,5,23,7,6,11,25,0,326,4264
"5245, SA",2381,349,32,8,29,24,13,24,21,0,209,3083
"5250, SA",2914,324,21,0,19,16,13,25,32,0,153,3520
"5251, SA",11664,1303,110,20,192,64,123,122,142,11,877,14625
"5252, SA",5429,501,34,18,45,14,18,47,30,0,388,6512
"5253, SA",14595,738,203,100,596,536,226,52,126,5,1304,18490
"5254, SA",1958,160,5,7,21,3,0,8,3,0,208,2387
"5255, SA",7565,835,52,3,59,12,20,25,43,0,628,9247
"5256, SA",1008,179,14,0,14,0,7,0,0,0,139,1357
"5259, SA",898,67,6,3,15,0,0,0,0,0,109,1110
"5260, SA",1488,106,11,0,3,0,3,3,3,0,140,1758
"5261, SA",333,12,0,3,0,0,0,0,0,0,18,366
"5262, SA",360,16,0,0,0,0,0,0,0,0,32,411
"5263, SA",116,0,0,0,0,0,0,4,0,0,14,141
"5264, SA",1022,78,3,0,7,0,7,4,0,0,123,1252
"5265, SA",362,25,0,0,0,0,0,0,0,0,38,434
"5266, SA",544,13,0,0,12,4,5,0,11,0,37,623
"5267, SA",1685,76,3,0,3,6,0,0,10,0,181,1961
"5268, SA",2730,63,11,16,124,45,133,6,49,0,368,3548
"5269, SA",218,5,0,0,3,0,0,0,0,0,22,259
"5270, SA",557,15,0,0,0,0,0,0,0,0,32,604
"5271, SA",6013,255,20,4,233,96,277,30,26,0,465,7425
"5272, SA",721,15,0,0,4,0,0,0,3,0,36,795
"5273, SA",94,5,0,0,0,0,0,6,0,0,4,113
"5275, SA",2107,81,8,0,7,0,0,9,11,0,187,2409
"5276, SA",971,67,11,3,9,0,3,7,0,0,120,1184
"5277, SA",2489,137,22,0,24,12,9,14,0,0,209,2917
"5278, SA",439,28,3,0,0,0,0,5,0,0,43,517
"5279, SA",426,36,10,0,0,0,0,3,4,0,50,527
"5280, SA",6267,376,79,0,52,3,9,21,16,0,555,7370
"5290, SA",21368,1159,307,37,511,70,134,64,254,6,1608,25513
"5291, SA",7969,341,71,4,51,14,18,26,47,0,630,9167
"5301, SA",507,14,4,0,0,3,0,0,0,0,48,572
"5302, SA",691,23,3,0,14,0,7,0,26,0,74,847
"5303, SA",149,11,9,0,3,9,3,0,9,0,18,209
"5304, SA",635,24,5,0,7,17,4,4,10,0,68,772
"5306, SA",66,5,0,0,0,0,0,0,0,0,4,77
"5307, SA",511,14,0,0,9,0,0,0,4,0,46,578
"5308, SA",130,3,0,0,0,0,0,0,0,0,9,141
"5309, SA",130,9,0,0,0,0,0,0,0,0,21,158
"5310, SA",50,6,0,0,0,0,0,0,0,0,11,63
"5311, SA",375,14,3,0,6,0,0,0,0,0,25,424
"5320, SA",510,63,9,0,9,0,5,7,0,0,50,651
"5321, SA",458,30,8,4,13,4,0,0,0,0,33,544
"5322, SA",837,31,6,0,13,5,15,0,0,0,87,996
"5330, SA",2787,146,35,5,34,4,78,5,10,0,262,3372
"5331, SA",258,17,6,0,3,0,0,0,0,0,38,320
"5332, SA",335,17,3,0,3,0,4,0,0,0,39,404
"5333, SA",5057,210,63,0,17,22,18,15,28,0,374,5809
"5340, SA",1139,68,23,0,9,42,9,3,7,0,129,1431
"5341, SA",5957,265,261,31,86,60,282,9,13,0,688,7663
"5342, SA",977,48,23,9,7,0,15,0,0,0,52,1125
"5343, SA",3889,242,133,15,38,25,60,7,23,0,422,4846
"5344, SA",775,34,47,5,8,0,28,4,0,0,88,984
"5345, SA",2886,194,126,6,43,5,25,13,12,0,281,3585
"5346, SA",318,13,10,0,4,0,0,0,0,0,33,383
"5350, SA",388,43,0,0,0,0,0,0,7,0,39,474
"5351, SA",4636,715,29,0,15,10,3,18,19,0,410,5861
"5352, SA",4374,350,39,3,35,21,10,22,24,0,343,5216
"5353, SA",3198,239,17,0,18,10,13,13,24,0,251,3770
"5354, SA",274,26,4,0,3,11,0,0,7,0,37,365
"5355, SA",6644,445,27,8,30,10,12,22,13,4,378,7590
"5356, SA",693,45,3,0,3,0,6,3,0,0,54,810
"5357, SA",325,38,4,0,0,0,0,0,0,0,53,425
"5360, SA",936,86,12,0,7,0,0,6,0,0,74,1120
"5371, SA",1089,105,3,3,0,3,0,0,0,0,60,1263
"5372, SA",1872,185,7,0,12,0,5,6,0,0,120,2213
"5373, SA",2838,317,20,4,18,5,0,21,11,0,201,3423
"5374, SA",1240,110,6,5,11,0,0,9,5,0,98,1479
"5381, SA",329,13,0,0,3,0,0,0,0,0,36,385
"5400, SA",718,75,4,0,12,4,0,0,12,0,58,878
"5401, SA",679,72,6,0,4,0,0,0,0,0,81,848
"5410, SA",232,44,0,0,0,0,0,0,0,0,38,318
"5411, SA",266,28,4,0,0,0,0,0,0,0,30,326
"5412, SA",978,109,8,5,5,0,5,5,5,0,84,1208
"5413, SA",684,62,4,0,3,0,3,5,0,0,72,832
"5414, SA",119,11,0,0,0,0,0,0,0,0,24,151
"5415, SA",183,23,0,0,0,0,0,0,0,0,13,222
"5416, SA",191,29,0,0,0,0,0,0,0,0,27,245
"5417, SA",1207,107,3,0,6,0,0,0,4,3,145,1483
"5418, SA",98,11,0,0,0,0,0,0,0,0,4,117
"5419, SA",194,18,0,0,0,0,0,0,0,0,10,224
"5420, SA",69,3,0,0,0,0,0,0,0,0,6,79
"5421, SA",98,9,0,0,0,0,0,0,0,0,25,139
"5422, SA",1380,130,4,4,5,0,3,0,3,0,154,1685
"5431, SA",759,49,0,3,3,0,4,0,3,0,86,908
"5432, SA",121,11,0,0,0,0,0,0,0,0,11,139
"5433, SA",1082,65,0,0,0,0,8,3,4,0,94,1262
"5434, SA",354,21,0,0,0,0,6,0,4,0,77,458
"5440, SA",208,13,0,0,0,0,0,0,0,0,35,259
"5451, SA",544,53,8,0,4,0,8,3,5,0,73,696
"5452, SA",381,27,3,0,0,0,0,0,0,0,26,444
"5453, SA",4221,238,20,0,38,10,16,19,25,0,347,4935
"5454, SA",355,18,0,0,0,0,0,0,0,0,26,397
