OCCP - 1 Digit Level,Managers,Professionals,Technicians and Trades Workers,Community and Personal Service Workers,Clerical and Administrative Workers,Sales Workers,Machinery Operators and Drivers,Labourers,Inadequately described,Not stated,Not applicable,Total
"5356, SA",58,33,75,24,45,35,50,87,4,3,398,810
"5357, SA",46,4,22,10,11,7,11,25,0,6,277,425
"5360, SA",98,76,100,61,69,51,40,81,5,8,541,1120
"5371, SA",90,83,123,69,81,57,64,86,8,4,602,1263
"5372, SA",127,102,168,140,125,83,122,159,8,4,1166,2213
"5373, SA",241,200,224,184,158,121,108,245,11,15,1934,3423
"5374, SA",147,46,80,42,50,49,66,122,3,9,871,1479
"5381, SA",52,8,22,16,12,6,9,25,0,6,236,385
"5400, SA",61,54,75,61,52,41,39,64,0,0,429,878
"5401, SA",65,37,54,25,41,22,33,68,7,0,505,848
"5410, SA",29,14,20,10,16,11,16,19,0,0,188,318
"5411, SA",27,7,15,9,14,11,13,18,0,0,205,326
"5412, SA",90,69,61,54,46,27,32,67,6,5,755,1208
"5413, SA",104,26,41,31,37,21,24,69,5,0,479,832
"5414, SA",30,5,5,8,6,3,3,3,0,0,83,151
"5415, SA",36,12,20,8,18,6,5,9,0,0,104,222
"5416, SA",32,9,15,7,14,3,10,28,5,0,122,245
"5417, SA",156,71,83,51,54,37,42,96,5,4,892,1483
"5418, SA",18,8,4,6,4,3,0,7,3,0,61,117
"5419, SA",49,8,8,8,10,5,6,13,0,0,126,224
"5420, SA",16,5,4,3,8,3,4,3,0,0,35,79
"5421, SA",5,0,7,6,0,0,4,10,0,0,105,139
"5422, SA",103,49,52,72,36,37,43,102,5,16,1175,1685
"5431, SA",155,52,51,52,26,18,9,44,8,4,492,908
"5432, SA",33,11,5,4,4,5,0,13,0,0,59,139
"5433, SA",65,88,76,77,42,43,59,59,4,6,747,1262
"5434, SA",69,18,24,24,20,10,11,26,3,5,266,458
"5440, SA",72,9,21,0,9,0,18,18,4,3,109,259
"5451, SA",63,56,39,30,25,28,17,65,3,0,363,696
"5452, SA",62,35,33,15,29,9,9,39,0,0,217,444
"5453, SA",426,393,326,225,279,216,159,333,10,22,2554,4935
"5454, SA",63,13,18,11,20,5,13,22,4,0,228,397
"5455, SA",5,0,0,4,6,3,8,0,0,0,30,57
"5460, SA",87,24,42,33,23,13,36,52,3,0,424,745
"5461, SA",191,112,127,92,110,88,118,184,14,9,1501,2552
"5462, SA",49,19,27,34,23,12,29,52,0,0,268,517
"5464, SA",105,32,27,27,24,8,13,32,0,0,363,638
"5470, SA",20,3,3,3,3,3,4,8,0,0,81,140
"5471, SA",18,0,3,0,5,0,0,7,0,0,55,86
"5472, SA",23,7,6,8,0,4,5,12,0,0,102,163
"5473, SA",57,37,23,33,17,26,40,43,4,4,483,756
"5480, SA",92,54,58,36,33,28,27,36,0,0,409,774
"5481, SA",82,31,25,19,21,11,14,32,0,4,312,558
"5482, SA",91,32,18,26,28,12,14,26,0,9,280,521
"5483, SA",50,25,10,17,18,3,8,28,0,0,180,341
"5485, SA",64,45,33,27,38,12,17,28,3,0,328,586
"5490, SA",33,6,5,0,9,8,3,6,0,0,104,177
"5491, SA",192,138,144,69,83,75,61,97,5,0,949,1817
"5493, SA",11,3,0,0,4,0,0,5,6,0,61,89
"5495, SA",51,25,23,25,16,9,29,27,3,0,373,592
"5501, SA",438,291,580,364,415,293,418,528,42,21,3936,7321
"5502, SA",136,51,114,65,85,50,89,110,13,12,810,1545
"5510, SA",13,9,4,0,4,0,8,14,0,0,58,111
"5520, SA",57,11,19,24,15,10,27,36,0,0,381,589
"5521, SA",9,6,8,0,0,6,4,10,0,0,96,147
"5522, SA",106,66,55,47,37,23,44,74,8,5,966,1426
"5523, SA",191,132,99,77,91,55,55,85,4,7,1129,1935
"5540, SA",497,768,858,791,607,661,683,724,62,41,9654,15347
"5550, SA",81,12,46,31,34,27,31,120,7,3,528,913
"5552, SA",83,15,11,7,3,6,10,22,0,0,222,387
"5554, SA",238,266,308,252,241,276,175,271,14,19,3169,5234
"5555, SA",68,22,25,19,21,8,21,31,0,4,293,502
"5556, SA",156,181,181,160,122,148,100,223,17,16,2734,4040
"5558, SA",235,191,264,223,174,144,114,231,12,8,3230,4828
"5560, SA",61,16,13,13,12,8,10,31,0,0,303,469
"5570, SA",47,6,19,10,18,12,22,32,0,0,379,537
"5571, SA",150,62,81,65,53,47,63,75,4,8,1242,1847
"5572, SA",26,12,0,5,4,4,7,8,0,0,76,147
"5573, SA",228,71,94,71,81,44,54,122,8,9,1260,2043
"5575, SA",197,114,125,97,91,69,52,133,8,3,1433,2334
"5576, SA",100,46,68,52,28,45,25,68,5,4,635,1076
"5577, SA",80,16,33,13,21,20,14,33,0,9,295,528
"5580, SA",58,15,18,6,20,4,12,19,0,5,191,348
"5581, SA",42,18,21,19,19,11,7,25,4,0,380,541
"5582, SA",50,20,32,22,15,19,18,34,0,0,441,647
"5583, SA",46,27,31,23,19,14,14,33,3,0,571,787
"5600, SA",284,540,540,303,291,235,339,234,54,8,3377,6207
"5601, SA",18,28,44,12,19,3,36,20,0,0,279,468
"5602, SA",153,49,82,55,43,37,65,65,6,4,776,1346
"5603, SA",71,23,30,16,13,8,12,42,0,0,228,444
"5604, SA",24,14,8,4,11,3,6,13,3,0,108,197
"5605, SA",148,78,97,48,70,54,63,91,3,5,1026,1688
"5606, SA",690,972,945,736,723,735,349,918,46,50,7958,14129
"5607, SA",528,281,321,225,235,144,140,290,20,17,2716,4918
"5608, SA",270,489,757,556,389,458,739,647,65,32,8953,13353
"5609, SA",63,169,163,110,117,91,136,56,14,9,1030,1949
"5630, SA",28,5,8,8,4,0,3,13,0,0,64,136
"5631, SA",135,65,75,39,70,43,30,52,4,4,534,1045
"5632, SA",65,15,7,4,11,3,12,10,0,3,116,253
"5633, SA",77,12,9,8,16,3,11,26,0,0,153,320
"5640, SA",124,47,74,36,44,34,38,58,10,6,547,1015
"5641, SA",198,43,42,36,51,39,37,52,9,0,520,1021
"5642, SA",71,6,5,5,12,0,4,21,0,0,123,252
"5650, SA",57,4,4,5,0,0,0,14,3,0,88,175
"5651, SA",24,3,7,0,7,4,4,9,0,0,22,76
"5652, SA",87,41,49,30,36,34,27,56,0,0,356,727
"5653, SA",25,3,5,0,4,0,6,8,3,0,31,79
"5654, SA",51,18,3,10,3,0,9,17,0,0,126,241
"5655, SA",24,3,3,4,4,6,0,6,0,0,49,102
"5660, SA",18,0,0,0,3,0,3,3,0,0,18,50
"5661, SA",30,8,15,0,4,0,5,13,0,3,72,151
"5670, SA",61,33,29,25,22,7,11,36,0,0,260,484
"5671, SA",33,4,3,5,11,3,11,20,0,3,74,165
"5680, SA",246,111,123,83,91,82,51,164,7,10,1147,2117
"5690, SA",268,211,173,238,165,124,142,205,22,22,2092,3657
"5700, SA",367,645,562,750,499,438,375,542,43,45,6883,11132
"5701, SA",3,0,0,0,0,0,0,0,0,0,8,10
"5710, SA",95,133,161,153,156,116,122,95,14,3,1618,2673
"5713, SA",5,0,5,0,0,0,0,3,0,0,11,17
"5715, SA",12,0,0,0,3,0,0,0,0,0,24,40
"5717, SA",6,0,0,0,0,0,0,9,0,0,4,16
"5719, SA",10,4,4,0,0,0,0,11,0,0,14,44
"5720, SA",25,9,30,11,20,5,10,20,0,0,62,194
"5722, SA",5,8,26,10,8,11,29,15,4,0,198,311
"5723, SA",112,109,119,125,87,51,123,89,6,18,1216,2062
"5724, SA",30,28,14,28,13,6,4,20,0,0,295,436
"5725, SA",153,297,584,139,187,110,489,201,39,10,1685,3891
"5730, SA",15,6,5,4,3,0,0,14,0,0,51,100
"5731, SA",38,23,87,20,16,10,34,42,4,0,224,499
"5732, SA",14,7,17,7,14,0,10,18,0,0,111,210
"5733, SA",24,8,12,5,4,0,14,36,0,0,120,233
"5734, SA",7,9,5,8,0,0,7,19,0,0,126,169
"5950, SA",0,0,0,0,0,0,0,0,0,0,0,0
"5960, SA",0,0,0,0,0,0,0,0,0,0,6,5
"6000, WA",931,2222,687,647,751,345,152,456,62,37,5130,11421
"6003, WA",290,645,221,229,223,144,52,159,24,6,1518,3511
"6004, WA",962,1999,626,580,667,374,142,430,64,47,4709,10600
"6005, WA",446,1272,271,307,377,196,75,185,35,17,2442,5627
"6006, WA",729,1775,503,405,570,334,106,228,43,17,4041,8745
"6007, WA",571,1746,354,352,442,258,86,183,36,11,3092,7132
"6008, WA",1225,3584,487,581,787,476,70,310,79,28,7516,15144
"6009, WA",1235,3640,340,720,820,623,118,337,80,41,10576,18531
"6010, WA",1390,3174,401,717,804,588,97,243,94,34,9283,16824
"6011, WA",914,1938,214,311,393,284,42,123,68,21,4703,9009
"6012, WA",717,1535,301,395,451,320,69,212,50,12,4693,8755
"6014, WA",1632,3977,773,906,1177,751,210,627,83,33,10441,20601
"6015, WA",583,1188,162,224,332,253,31,86,37,20,3687,6611
"6016, WA",717,1870,516,494,620,411,178,457,34,23,4710,10034
"6017, WA",213,500,301,285,331,190,137,294,23,13,1841,4121
"6018, WA",2746,6130,2284,1746,2561,1584,521,967,185,68,19210,38007
"6019, WA",1838,3776,1608,1199,1464,952,329,638,110,37,9841,21784
"6020, WA",1729,3165,1173,895,1448,960,285,462,106,52,10515,20789
"6021, WA",1172,2254,1481,839,1463,979,454,806,97,54,10455,20059
"6022, WA",243,610,418,246,357,202,117,173,23,20,2568,4978
"6023, WA",1096,2215,975,724,1063,647,201,391,78,34,7844,15272
"6024, WA",726,1545,1094,661,1014,579,311,497,73,32,6816,13348
"6025, WA",2000,3535,2559,1560,2204,1378,630,1077,161,79,14850,30026
"6026, WA",1391,2678,1699,1203,1944,1156,455,741,94,36,10944,22340
"6027, WA",2412,4598,3721,2476,3160,2217,988,1742,217,120,20020,41675
"6028, WA",1595,2597,1973,1330,1827,1331,463,873,146,44,10258,22442
"6029, WA",253,467,160,132,160,136,29,55,7,8,1386,2789
"6030, WA",1855,2758,3511,2247,2443,1947,1191,1984,216,134,21108,39384
"6031, WA",757,1278,1658,1036,1283,846,572,822,88,54,8237,16623
"6032, WA",25,22,18,5,12,9,3,14,4,0,75,191
"6033, WA",54,29,33,11,27,12,16,24,0,5,229,441
"6034, WA",83,117,201,125,145,90,60,79,8,10,766,1678
"6035, WA",306,485,807,454,465,347,340,472,27,23,5124,8868
"6036, WA",673,1072,1463,952,949,815,517,730,66,35,8518,15796
"6037, WA",93,123,284,123,137,100,132,173,9,9,1811,2993
"6038, WA",297,515,672,466,481,307,200,296,18,17,3005,6271
"6041, WA",55,45,106,44,59,40,68,107,9,4,991,1516
"6042, WA",5,4,0,0,3,0,7,6,0,0,49,79
"6043, WA",18,8,12,0,10,9,12,19,0,0,163,243
"6044, WA",75,43,74,38,44,32,45,122,5,4,748,1230
"6050, WA",1249,2878,683,725,956,683,176,356,62,37,7587,15381
"6051, WA",861,2093,874,803,896,515,389,552,47,25,5518,12581
"6052, WA",816,1776,676,538,796,515,181,346,65,19,5387,11114
"6053, WA",960,2113,1018,769,1017,564,336,517,98,34,7016,14435
"6054, WA",937,1993,1499,1135,1408,772,663,920,98,54,10898,20378
"6055, WA",1206,1904,1797,1240,1624,858,954,897,101,61,10394,21031
"6056, WA",1781,2504,3117,2049,2590,1751,1829,1986,183,128,21240,39167
"6057, WA",775,1045,1523,828,1386,765,1016,752,79,40,8588,16805
"6058, WA",493,663,1205,644,965,581,752,664,81,49,6591,12697
"6059, WA",1434,2630,1519,1121,1640,1177,548,905,106,72,12329,23489
"6060, WA",1415,3391,1659,1273,1734,1031,583,1019,102,66,11122,23398
"6061, WA",1193,2489,2785,2370,1977,1514,1489,2559,182,167,21842,38566
"6062, WA",1512,2794,2673,1704,2294,1558,1037,1569,156,140,17248,32670
"6063, WA",487,740,1194,780,876,723,633,893,79,58,7898,14364
"6064, WA",983,1482,2423,1667,1712,1398,1236,2100,162,132,18028,31324
"6065, WA",3443,5560,5482,3326,4806,3136,1969,2883,326,181,30889,61999
"6066, WA",825,1177,1615,1053,1362,1066,772,1059,94,64,9626,18705
"6067, WA",0,0,0,0,0,0,0,0,0,0,35,42
"6068, WA",0,0,0,0,0,0,0,5,0,0,0,7
"6069, WA",2066,2646,3250,2341,2962,1912,1797,1684,203,83,20451,39393
"6070, WA",283,604,199,162,197,129,47,83,18,6,1926,3654
"6071, WA",240,429,239,209,224,148,80,103,15,3,1713,3400
"6072, WA",43,85,80,40,44,34,20,33,7,3,500,898
"6073, WA",173,278,229,129,188,129,111,102,18,7,1665,3043
"6074, WA",58,92,93,42,62,39,34,42,4,3,518,993
"6076, WA",1436,2322,1533,996,1433,792,532,685,90,40,12083,21951
"6077, WA",123,91,119,56,130,65,54,50,5,8,735,1425
"6078, WA",75,56,92,34,72,44,39,44,6,3,469,933
"6079, WA",0,0,0,0,0,0,0,0,0,0,17,28
"6081, WA",286,470,434,245,340,180,174,185,16,16,2415,4756
"6082, WA",150,260,332,173,207,117,121,153,18,17,1677,3225
"6083, WA",267,276,347,178,242,128,149,155,28,7,1741,3516
"6084, WA",448,488,808,353,581,302,413,466,57,20,4307,8240
"6090, WA",0,0,0,0,0,0,0,0,0,0,7,8
"6100, WA",1025,2256,1034,864,1014,621,363,690,84,40,6490,14481
"6101, WA",972,2467,1203,882,1083,636,390,696,62,52,8111,16550
"6102, WA",409,1243,771,703,569,557,360,737,43,34,8260,13685
"6103, WA",545,1213,782,575,690,408,342,503,61,26,5225,10366
"6104, WA",708,1238,1187,762,964,584,595,680,79,42,7483,14324
"6105, WA",556,1091,1192,728,954,588,616,781,71,42,8380,14996
"6106, WA",0,0,0,0,0,0,4,0,0,0,16,25
"6107, WA",1622,3658,3368,2462,2641,1791,1864,2601,224,167,23209,43603
"6108, WA",818,1569,1923,1178,1627,1093,1042,1311,125,68,12397,23152
"6109, WA",331,481,984,544,590,407,666,765,58,41,7250,12120
"6110, WA",1522,2466,3265,2006,2578,1784,1907,2081,200,131,22922,40856
"6111, WA",1029,1580,1823,1174,1495,971,1058,1116,99,71,12649,23064
"6112, WA",2304,4146,4569,2919,3699,2547,2706,2616,255,129,30676,56557
"6121, WA",206,204,308,143,255,127,144,155,9,13,1404,2965
"6122, WA",720,1014,1820,948,1238,810,1028,779,87,47,8911,17411
"6123, WA",73,59,143,68,90,65,121,96,4,4,838,1554
"6124, WA",72,97,103,56,60,27,50,70,5,0,650,1193
"6125, WA",221,163,300,121,181,102,169,150,25,7,1687,3134
"6126, WA",33,16,27,17,9,9,5,13,0,0,494,622
"6147, WA",535,1218,1143,772,947,621,653,880,82,54,8218,15141
"6148, WA",950,2331,1011,801,1066,707,388,598,88,39,9843,17817
"6149, WA",1207,2790,1013,817,1365,790,342,624,76,30,9417,18473
"6150, WA",810,1921,580,566,811,635,177,404,44,30,7171,13147
"6151, WA",1459,3101,743,752,1079,633,197,394,81,35,8110,16576
"6152, WA",1745,4177,1250,1198,1649,1013,383,697,112,68,13164,25463
"6153, WA",1663,3332,812,782,1295,886,198,399,109,36,10359,19865
"6154, WA",698,1388,515,455,660,423,133,257,35,22,5440,10032
"6155, WA",2762,6157,3437,2515,3551,2409,1372,2061,216,146,26611,51249
"6156, WA",1260,2257,920,775,1140,634,251,491,81,42,9043,16901
"6157, WA",959,2110,777,677,851,601,225,327,84,32,6894,13526
"6158, WA",664,1345,357,343,427,280,88,166,39,19,3656,7375
"6159, WA",318,703,113,144,167,107,35,67,25,10,1660,3337
"6160, WA",562,1567,406,433,396,265,140,239,45,13,4150,8209
"6161, WA",19,8,18,17,0,5,4,5,4,0,253,338
"6162, WA",749,1808,641,528,546,379,183,337,57,41,5760,11025
"6163, WA",2500,5388,3985,2600,3089,2140,1411,2284,244,145,26568,50360
"6164, WA",3203,5983,5129,2932,4478,2615,1972,2560,310,180,27850,57214
"6165, WA",3,6,12,3,6,0,3,0,0,0,40,77
"6166, WA",603,826,918,439,755,481,282,410,63,34,4689,9503
"6167, WA",825,1341,1999,1258,1395,1044,1249,1392,121,95,15718,26448
"6168, WA",784,996,1959,1398,1118,862,946,1211,125,59,14564,24025
"6169, WA",1245,1965,2999,1763,1759,1457,1420,1731,170,103,20062,34670
"6170, WA",470,1038,1095,703,776,576,593,684,74,32,6349,12394
"6171, WA",1386,2145,2995,1838,2014,1365,1380,1345,163,74,16948,31651
"6172, WA",551,707,1138,793,730,658,558,772,86,23,7751,13779
"6173, WA",636,901,1204,782,739,598,414,482,76,25,6213,12076
"6174, WA",153,267,394,228,214,154,153,176,31,8,2012,3788
"6175, WA",172,287,375,190,206,149,137,166,16,12,2039,3747
"6176, WA",59,82,152,91,94,64,61,77,7,11,679,1372
"6180, WA",201,312,477,309,299,221,247,264,29,13,3052,5406
"6181, WA",35,28,57,27,40,14,22,14,8,0,246,485
"6182, WA",0,0,0,0,0,0,0,0,0,0,0,3
"6207, WA",70,42,110,50,41,45,47,57,12,9,569,1047
"6208, WA",401,471,874,461,439,433,628,533,58,31,7516,11843
"6209, WA",64,71,151,68,86,73,108,99,9,4,1221,1955
"6210, WA",2338,3663,5036,3163,2936,2753,2632,2951,273,167,42393,68312
"6211, WA",276,384,593,273,343,260,285,291,24,17,4330,7087
"6213, WA",52,36,42,28,21,15,55,55,0,0,409,717
"6214, WA",59,24,63,24,25,27,47,40,6,3,304,614
"6215, WA",173,134,367,186,147,105,263,219,16,18,2522,4150
"6218, WA",24,10,26,15,8,6,24,25,0,4,252,398
"6220, WA",264,157,348,160,184,118,223,478,17,15,2707,4670
"6221, WA",31,20,22,10,19,12,3,24,0,0,286,421
"6223, WA",28,16,15,11,11,7,5,20,0,0,105,215
"6224, WA",65,35,91,51,59,43,72,72,4,4,653,1153
"6225, WA",270,299,781,343,325,260,576,495,37,30,5689,9108
"6226, WA",67,62,100,33,49,32,34,44,0,0,421,839
"6227, WA",61,52,72,25,44,17,37,43,0,0,442,800
"6228, WA",21,7,20,5,10,3,14,12,0,3,88,174
"6229, WA",9,3,15,0,6,8,17,17,0,0,121,192
"6230, WA",1750,3344,3408,2036,2208,1869,1607,2512,185,111,24113,43134
"6232, WA",357,531,1052,531,572,562,596,616,60,24,5993,10886
"6233, WA",723,1200,1705,856,1024,898,864,998,82,51,10447,18843
"6236, WA",193,165,172,93,127,79,107,95,6,6,1012,2056
"6237, WA",185,175,233,112,169,92,113,151,12,4,1244,2477
"6239, WA",279,255,309,168,193,131,223,253,25,7,2553,4407
"6240, WA",19,8,15,3,5,6,0,5,3,0,52,123
"6243, WA",9,6,3,0,4,0,3,0,0,0,31,62
"6244, WA",245,56,69,32,49,32,41,98,3,3,811,1454
"6251, WA",58,11,22,15,13,12,8,26,0,0,217,388
"6252, WA",18,4,3,10,7,8,10,13,3,0,81,151
"6253, WA",59,35,40,24,23,16,20,37,0,0,351,613
"6254, WA",13,16,35,16,11,11,26,32,0,4,332,501
"6255, WA",246,238,266,166,165,139,187,193,10,15,2287,3915
"6256, WA",48,29,38,21,12,16,14,30,0,8,167,381
"6258, WA",524,361,440,256,342,269,299,477,30,14,3545,6567
"6260, WA",178,67,57,46,64,60,57,131,9,11,751,1431
"6262, WA",106,31,32,34,21,11,20,51,3,3,444,740
"6271, WA",156,224,272,140,141,111,147,229,12,11,1860,3313
"6275, WA",133,63,74,47,36,42,49,88,3,4,803,1341
"6280, WA",1513,1632,2184,1358,1367,1310,905,1592,104,71,16124,28160
"6281, WA",473,621,676,362,345,337,180,366,27,20,3798,7204
"6282, WA",126,146,106,54,47,53,30,65,3,0,704,1330
"6284, WA",214,179,184,82,99,88,52,147,12,9,1174,2245
"6285, WA",680,771,820,535,419,444,240,629,34,35,4576,9176
"6286, WA",77,54,45,33,30,21,13,56,3,0,267,601
"6288, WA",104,32,30,19,15,11,15,50,0,0,277,556
"6290, WA",89,57,102,82,60,70,36,104,6,0,1069,1675
"6302, WA",256,189,196,159,159,125,124,181,10,7,2220,3622
"6304, WA",172,60,109,62,70,37,78,71,4,0,1065,1725
"6306, WA",152,37,34,36,33,17,30,56,7,5,605,1022
"6308, WA",208,47,80,43,60,26,71,73,9,6,967,1593
"6309, WA",38,9,5,11,11,5,14,12,0,0,169,273
"6311, WA",79,28,42,19,24,15,23,33,5,0,324,596
"6312, WA",287,327,326,244,200,165,130,254,15,25,2902,4882
"6313, WA",28,17,18,4,15,8,14,19,0,0,168,291
"6315, WA",217,84,102,78,71,55,85,102,9,6,1179,1987
"6316, WA",72,12,23,12,15,7,14,19,0,0,170,347
"6317, WA",283,215,251,143,160,149,111,425,16,23,2405,4180
"6318, WA",79,22,35,15,31,12,13,27,0,7,280,525
"6320, WA",106,17,15,24,21,6,18,12,4,0,393,620
"6321, WA",110,12,18,17,12,13,18,26,0,0,265,499
"6322, WA",42,7,8,5,9,7,7,15,0,3,125,227
"6323, WA",90,35,34,47,45,26,32,59,0,0,621,992
"6324, WA",308,149,210,133,155,108,118,254,10,11,2058,3513
"6326, WA",83,32,25,17,18,18,27,43,0,0,230,490
"6327, WA",40,11,21,7,12,8,11,23,0,0,143,273
"6328, WA",114,4,16,11,14,8,12,32,0,0,207,426
"6330, WA",1854,2543,2519,2075,1754,1608,1078,1959,133,109,20230,35868
"6333, WA",424,466,361,252,244,188,113,295,14,11,3483,5850
"6335, WA",101,25,68,21,44,15,24,51,0,4,416,774
"6336, WA",88,8,8,9,14,3,15,34,0,0,156,327
"6337, WA",120,18,39,12,19,14,27,34,0,0,261,549
"6338, WA",171,27,42,15,23,6,18,41,0,6,317,677
"6341, WA",76,14,11,5,21,7,20,19,0,0,133,298
"6343, WA",84,9,7,5,4,0,3,19,0,0,132,265
"6346, WA",140,22,44,18,34,15,77,56,0,0,327,737
"6348, WA",40,29,76,26,25,25,40,40,5,0,558,867
"6350, WA",51,10,17,17,16,4,11,10,0,0,165,302
"6351, WA",31,9,0,0,4,0,0,5,0,0,38,85
"6352, WA",46,11,4,5,3,0,7,17,0,0,101,194
"6353, WA",146,39,78,21,43,23,25,46,0,4,350,782
"6355, WA",138,15,11,5,16,10,24,24,0,0,192,436
"6356, WA",40,7,0,5,5,0,5,12,0,0,50,125
"6357, WA",34,3,0,0,0,3,4,9,0,5,22,76
"6358, WA",37,0,3,0,9,0,7,6,0,0,31,92
"6359, WA",87,15,37,16,27,7,31,38,0,6,171,440
"6361, WA",30,0,5,3,5,0,3,10,3,0,48,114
"6363, WA",36,8,0,0,3,0,0,6,0,0,55,104
"6365, WA",109,28,32,16,18,13,23,28,0,7,257,527
"6367, WA",75,11,25,15,14,4,14,12,0,0,185,354
"6368, WA",29,0,3,0,4,0,5,6,0,0,27,80
"6369, WA",111,29,39,26,28,23,19,47,3,3,340,667
"6370, WA",77,16,19,13,17,15,25,35,4,4,239,459
"6372, WA",20,0,14,0,0,0,10,3,0,0,68,116
"6373, WA",31,0,7,0,10,0,4,4,0,0,41,96
"6375, WA",142,47,55,25,46,27,40,55,3,0,555,1002
"6383, WA",115,35,34,37,27,18,35,55,0,0,634,984
"6384, WA",6,0,0,0,4,0,0,0,0,0,16,38
"6385, WA",3,0,0,0,0,0,0,4,0,0,10,22
"6386, WA",25,0,0,0,3,0,0,4,0,0,48,90
"6390, WA",101,99,169,61,82,34,204,76,9,9,974,1810
"6391, WA",208,58,47,40,43,18,51,55,6,4,480,1002
"6392, WA",105,14,25,16,21,7,22,27,0,3,222,464
"6393, WA",38,0,0,0,7,0,4,11,0,0,54,114
"6394, WA",131,16,18,3,15,3,9,35,0,3,207,449
"6395, WA",260,90,83,55,66,39,67,105,5,11,873,1655
"6396, WA",75,8,17,9,12,5,17,44,3,0,174,364
"6397, WA",23,0,0,3,3,0,0,9,0,0,61,95
"6398, WA",46,20,30,22,17,22,13,31,3,3,339,546
"6401, WA",421,421,472,360,402,262,278,390,32,15,5121,8178
"6403, WA",16,8,8,9,10,8,6,11,0,0,96,174
"6405, WA",48,10,16,11,12,11,18,21,4,0,167,319
"6407, WA",124,55,78,39,47,34,37,56,6,0,668,1142
"6409, WA",53,11,18,7,15,9,11,39,0,0,236,401
"6410, WA",84,30,65,61,30,17,39,66,3,6,657,1050
"6411, WA",27,7,8,3,7,4,4,8,0,0,63,124
"6412, WA",13,0,3,0,0,0,3,0,0,0,23,54
"6413, WA",7,9,0,3,0,0,0,3,0,0,26,49
"6414, WA",9,6,0,3,3,4,4,6,0,3,33,66
"6415, WA",199,171,228,123,148,121,181,141,12,5,1674,3008
"6418, WA",87,35,40,31,26,12,28,31,0,0,404,705
"6419, WA",14,0,0,3,0,0,0,9,0,0,27,55
"6420, WA",38,0,4,0,4,3,5,4,0,0,48,108
"6421, WA",35,3,4,5,15,0,4,9,0,0,87,156
"6422, WA",12,0,0,3,0,0,7,3,0,0,27,54
"6423, WA",29,13,29,5,16,4,25,7,0,0,85,212
"6424, WA",23,0,8,0,0,0,6,6,0,0,30,80
"6425, WA",25,6,5,3,6,0,4,5,0,0,40,88
"6426, WA",91,26,79,16,30,18,79,45,3,5,452,849
"6427, WA",0,4,24,0,0,0,25,0,4,0,29,92
"6428, WA",16,0,5,0,0,0,5,3,0,0,25,57
"6429, WA",30,30,61,41,38,22,77,44,3,0,637,988
"6430, WA",1082,1883,2438,1069,1261,881,1813,942,116,66,11190,22749
"6431, WA",38,64,66,37,29,9,52,43,4,0,669,1008
"6432, WA",214,235,700,294,340,278,739,337,54,30,3876,7089
"6434, WA",19,13,19,0,3,0,35,16,0,0,69,173
"6436, WA",3,4,5,3,9,0,5,9,0,0,72,109
"6437, WA",17,28,63,16,20,0,96,35,0,0,306,581
"6438, WA",41,56,77,32,32,16,100,39,7,0,433,825
"6440, WA",37,62,154,42,34,10,193,55,8,0,558,1156
"6442, WA",43,89,255,80,91,66,317,104,10,7,1474,2540
"6443, WA",51,31,82,24,30,20,67,49,3,4,481,852
"6445, WA",60,0,0,0,3,7,5,16,0,0,109,198
"6446, WA",39,5,0,6,5,0,5,10,0,0,64,131
"6447, WA",66,7,3,0,3,0,6,18,0,0,82,183
"6448, WA",44,18,23,18,24,5,20,22,4,0,274,452
"6450, WA",945,804,944,507,702,561,638,791,54,39,7402,13393
"6452, WA",0,0,0,0,0,0,0,0,0,0,4,3
"6460, WA",81,30,35,25,44,11,34,31,0,4,460,753
"6461, WA",78,19,29,13,22,12,18,31,0,5,307,532
"6462, WA",32,3,4,7,3,0,5,6,0,0,67,130
"6463, WA",6,0,0,0,0,0,0,0,0,0,6,16
"6465, WA",10,0,0,0,0,0,0,0,0,0,14,27
"6466, WA",21,3,0,0,0,3,3,3,0,0,29,68
"6467, WA",12,0,0,0,0,0,0,0,0,0,15,26
"6468, WA",60,4,13,6,11,6,10,16,0,0,127,247
"6470, WA",3,0,0,0,0,0,0,4,0,0,9,15
"6472, WA",54,8,6,3,3,3,9,16,0,0,68,177
"6473, WA",12,0,0,3,0,0,0,0,0,0,19,43
"6475, WA",63,9,19,11,18,7,16,31,3,0,216,401
"6476, WA",15,0,0,0,0,0,5,0,0,0,24,51
"6477, WA",55,11,18,5,10,0,13,13,0,0,139,275
"6479, WA",105,28,30,17,23,15,25,31,0,5,275,549
"6480, WA",4,3,4,0,3,3,3,4,0,0,23,48
"6484, WA",10,3,15,0,7,0,24,3,0,0,39,95
"6485, WA",57,17,15,18,24,4,20,25,4,0,314,496
"6487, WA",24,0,0,4,0,0,0,0,0,0,20,52
"6488, WA",26,0,8,9,4,6,8,12,0,0,117,193
"6489, WA",7,3,4,4,0,0,4,7,0,0,69,100
"6490, WA",30,13,12,9,12,8,17,10,0,0,143,251
"6501, WA",63,35,103,44,75,14,40,69,11,3,512,967
"6502, WA",81,41,81,39,43,40,64,73,7,8,712,1182
"6503, WA",277,64,141,55,99,52,102,233,8,6,1145,2181
"6504, WA",22,3,4,3,8,6,11,15,0,0,83,158
"6505, WA",36,5,3,6,7,0,7,9,0,0,45,111
